#Position (bp)	Coverage
1.9087452E7	17.179178470254957
1.9313339E7	13.64951528709918
1.9539226E7	46.24828406388039
1.9765113E7	19.91274650780608
1.9991E7	10.673281452658884
2.0216887E7	22.871346664802125
2.0442774E7	36.111737816117376
2.0668661E7	38.654584994563244
2.0894548E7	48.853833261245676
2.1120435E7	42.64039024390244
2.1346322E7	63.362995955097034
2.1572209E7	103.01827869171237
2.1798096E7	134.24927266379612
2.2023983E7	53.8326016331548
2.224987E7	18.895127086321057
2.2475757E7	170.35191335740072
2.2701644E7	0.0
2.2927531E7	24.127979464613126
2.3153418E7	21.17047214589058
2.3379305E7	15.706368563685636
2.3605192E7	23.57773607473552
2.3831079E7	20.069234962747593
2.4056966E7	35.380807311500384
2.4282853E7	17.988649354891393
2.450874E7	69.94635251472587
2.4734627E7	34.12974828375286
2.4960514E7	20.759033948507632
2.5186401E7	18.122049570688635
2.5412288E7	94.77935483870968
2.5638175E7	0.4583333333333333
2.5864062E7	0.35600706713780916
2.6089949E7	31.073349633251834
2.6315836E7	0.0
2.6541723E7	0.0
2.676761E7	0.0
2.6993497E7	2.9827798277982778
2.7219384E7	15.817073170731707
2.7445271E7	18.55739751682042
2.7671158E7	22.605966075258333
2.7897045E7	5.352998159449772
2.8122932E7	22.527440633245384
2.8348819E7	63.67796325341698
2.8574706E7	41.44389627579568
2.8800593E7	42.896904182163595
2.902648E7	36.68517888617459
2.9252367E7	6.725346687211094
2.9478254E7	136.038276322739
2.9704141E7	11.266696835992006
2.9930028E7	10.753072728952962
3.0155915E7	33.00769982889269
3.0381802E7	32.82157735547566
3.0607689E7	11.469135276707195
3.0833576E7	14.459716012845538
3.1059463E7	11.032080067606755
3.128535E7	18.971820460900588
3.1511237E7	15.064969632443681
3.1737124E7	22.624633039765147
3.1963011E7	39.21145087833442
3.2188898E7	47.63611803823774
3.2414785E7	66.86865189289011
3.2640672E7	11.81033262561925
3.2866559E7	29.969057596725467
3.3092446E7	58.251666013328105
3.3318333E7	10.611755251980254
3.354422E7	13.95483870967742
3.3770107E7	17.467784726170173
3.3995994E7	11.02140309155767
3.4221881E7	31.503672719853093
3.4447768E7	6.703586407600787
3.4673655E7	18.63744876680808
3.4899542E7	3.974402630188458
3.5125429E7	11.668831168831169
3.5351316E7	0.0
3.5577203E7	0.0
3.580309E7	0.0
3.6028977E7	0.0
3.6254864E7	0.0
3.6480751E7	0.0
3.6706638E7	0.0
3.6932525E7	0.0
3.7158412E7	0.0
3.7384299E7	0.0
3.7610186E7	0.0
3.7836073E7	0.0
3.806196E7	0.0
3.8287847E7	0.0
3.8513734E7	0.0
3.8739621E7	0.0
3.8965508E7	0.0
3.9191395E7	0.0
3.9417282E7	0.0
3.9643169E7	0.0
3.9869056E7	0.0
4.0094943E7	0.0
4.032083E7	0.0
4.0546717E7	0.0
4.0772604E7	0.0
4.0998491E7	0.0
4.1224378E7	0.0
4.1450265E7	0.0
4.1676152E7	0.0
4.1902039E7	0.0
4.2127926E7	0.0
4.2353813E7	0.0
4.25797E7	0.0
4.2805587E7	0.0
4.3031474E7	0.0
4.3257361E7	0.0
4.3483248E7	0.0
4.3709135E7	0.0
4.3935022E7	0.0
4.4160909E7	0.0
4.4386796E7	0.0
4.4612683E7	0.0
4.483857E7	0.0
4.5064457E7	0.0
4.5290344E7	0.0
4.5516231E7	0.0
4.5742118E7	0.0
4.5968005E7	0.0
4.6193892E7	0.0
4.6419779E7	1.8794774546986937
4.6645666E7	27.63124797245028
4.6871553E7	12.424247505659428
4.709744E7	41.47629088942958
4.7323327E7	33.2859911406423
4.7549214E7	34.963163064833005
4.7775101E7	34.39078539030795
4.8000988E7	1.099443671766342
4.8226875E7	36.153346208125974
4.8452762E7	14.988092988092989
4.8678649E7	47.67900030021015
4.8904536E7	0.0
4.9130423E7	0.8342541436464088
4.935631E7	10.909073017122614
4.9582197E7	14.780724928669555
4.9808084E7	12.34364367460563
5.0033971E7	22.19551282051282
5.0259858E7	29.058104973176743
5.0485745E7	50.57397224404294
5.0711632E7	13.821234855781416
5.0937519E7	13.639801236213792
5.1163406E7	24.81971614883007
5.1389293E7	3.136779505946935
5.161518E7	90.71490177287973
5.1841067E7	1.4671179883945842
5.2066954E7	1.1206349206349207
5.2292841E7	0.814852492370295
5.2518728E7	30.423341523341524
5.2744615E7	25.32319134550372
5.2970502E7	5.91437559841335
5.3196389E7	109.06642925626626
5.3422276E7	53.43092370887898
5.3648163E7	37.5148119449246
5.387405E7	42.211413364872854
5.4099937E7	4.563758954909398
5.4325824E7	1.9379358437935843
5.4551711E7	0.0
5.4777598E7	0.5183823529411765
5.5003485E7	5.257320013778849
5.5229372E7	1.2943548387096775
5.5455259E7	15.477155786993986
5.5681146E7	23.018566123964582
5.5907033E7	30.070832410074598
5.613292E7	1.6335656213704994
5.6358807E7	20.711671048063092
5.6584694E7	33.59655052264809
5.6810581E7	20.37913396587404
5.7036468E7	20.468087489847928
5.7262355E7	26.150011692259724
5.7488242E7	12.466120165251619
5.7714129E7	10.259688030313598
5.7940016E7	8.64316471090951
5.8165903E7	15.975395326882229
5.839179E7	15.203759556708984
5.8617677E7	34.72317911485286
5.8843564E7	23.80928840900221
5.9069451E7	28.20044052863436
5.9295338E7	0.0
5.9521225E7	0.0
5.9747112E7	19.587779297765618
5.9972999E7	6.357777777777778
6.0198886E7	1.030958230958231
6.0424773E7	65.90924805531547
6.065066E7	9.628150261531147
6.0876547E7	0.0
6.1102434E7	42.76117318435754
6.1328321E7	0.0
6.1554208E7	0.0
6.1780095E7	24.631223869251237
6.2005982E7	40.92538190364277
6.2231869E7	0.21895424836601307
6.2457756E7	0.0
6.2683643E7	0.0
6.290953E7	0.0
6.3135417E7	8.945235487404162
6.3361304E7	12.96774193548387
6.3587191E7	0.0
6.3813078E7	0.0
6.4038965E7	0.0
6.4264852E7	35.26008968609865
6.4490739E7	0.0
6.4716626E7	34.72254335260116
6.4942513E7	30.47238307349666
6.51684E7	0.8033732800710164
6.5394287E7	17.705671213208902
6.5620174E7	1.0585365853658537
6.5846061E7	0.0
6.6071948E7	0.0
6.6297835E7	0.32274247491638797
6.6523722E7	15.96422978359909
6.6749609E7	30.260633194755357
6.6975496E7	14.209934978007267
6.7201383E7	14.298096355694634
6.742727E7	23.629587410151675
6.7653157E7	15.014732740776818
6.7879044E7	15.707263263863602
6.8104931E7	27.990410746175947
6.8330818E7	17.76148474825432
6.8556705E7	37.39970949425591
6.8782592E7	28.045978148019973
6.9008479E7	39.455967814036654
6.9234366E7	22.972829212190913
6.9460253E7	21.188288256100613
6.968614E7	34.93464889800102
6.9912027E7	30.161064648456133
7.0137914E7	16.551245133782363
7.0363801E7	21.901389376536088
7.0589688E7	20.46720538377221
7.0815575E7	17.736085899763097
7.1041462E7	39.0669632671686
7.1267349E7	53.89414009878761
7.1493236E7	22.431097224774856
7.1719123E7	31.40292125713929
7.194501E7	32.98484088208108
7.2170897E7	34.524234110653865
7.2396784E7	1.7495359755431816
7.2622671E7	1.047172575446821
7.2848558E7	34.835124747573445
7.3074445E7	19.1981981981982
7.3300332E7	0.452991452991453
7.3526219E7	1.090497737556561
7.3752106E7	0.6076923076923076
7.3977993E7	54.959743290548424
7.420388E7	38.240243902439026
7.4429767E7	49.80696892321106
7.4655654E7	32.23521492451197
7.4881541E7	23.803571428571427
7.5107428E7	13.665115023949268
7.5333315E7	11.567614279754455
7.5559202E7	17.425293144378102
7.5785089E7	20.74143934997098
7.6010976E7	0.0
7.6236863E7	8.64894058994599
7.646275E7	105.02636865896534
7.6688637E7	17.42073640425204
7.6914524E7	2.7738515901060072
7.7140411E7	10.582112332112333
7.7366298E7	38.68115942028985
7.7592185E7	0.0
7.7818072E7	44.54653979238754
7.8043959E7	21.93585095669688
7.8269846E7	15.910149750415973
7.8495733E7	71.8370993168681
7.872162E7	0.0
7.8947507E7	13.880208333333334
7.9173394E7	20.31056393963463
7.9399281E7	1.7304075235109717
7.9625168E7	1.5378222284828849
7.9851055E7	0.9465633285743422
8.0076942E7	0.7692307692307693
8.0302829E7	0.923391215526047
8.0528716E7	8.035714285714286
8.0754603E7	14.753219296559678
8.098049E7	21.33511264909439
8.1206377E7	26.92234923137564
8.1432264E7	18.563447421107828
8.1658151E7	16.776081424936386
8.1884038E7	18.810477253331584
8.2109925E7	16.92382129993011
8.2335812E7	0.9298969072164949
8.2561699E7	29.4248496993988
8.2787586E7	2.2570183086312117
8.3013473E7	4.492591109331197
8.323936E7	51.16280806572069
8.3465247E7	58.75711382113821
8.3691134E7	107.52801582069874
8.3917021E7	7.069058369145406
8.4142908E7	18.115396729254996
8.4368795E7	19.013474968033837
8.4594682E7	8.573670737336858
8.4820569E7	55.055136923359676
8.5046456E7	8.020238390861683
8.5272343E7	1.4497447351627313
8.549823E7	0.0
8.5724117E7	9.06279698127271
8.5950004E7	15.430545182972368
8.6175891E7	0.9567690557451649
8.6401778E7	2.290728307979944
8.6627665E7	5.519080820165849
8.6853552E7	1.3897346672466289
8.7079439E7	0.7730769230769231
8.7305326E7	5.070761702401648
8.7531213E7	15.123325710552107
8.77571E7	7.131668476293884
8.7982987E7	16.893623405851464
8.8208874E7	1.822538483880337
8.8434761E7	0.35344940437230005
8.8660648E7	5.268382352941177
8.8886535E7	3.5358390280941534
8.9112422E7	13.778156501559215
8.9338309E7	17.979346381675263
8.9564196E7	7.19994232036915
8.9790083E7	12.888272979235767
9.001597E7	10.545095403913903
9.02418335E7	20.56707451499118
